trade_id,timestamp,instrument,price,quantity,buyer_id,seller_id
2021_T00063,2021-01-03 01:13:12.804595,MSFT,377.87,409,B0058,S0073
2021_T00323,2021-01-03 02:21:47.066345,MSFT,1202.65,221,B0041,S0001
2021_T00030,2021-01-03 13:26:53.717788,TSLA,286.89,483,B0084,S0064
2021_T00345,2021-01-03 15:47:56.992990,AMZN,556.64,371,B0054,S0035
2021_T00283,2021-01-03 17:45:54.389129,AMZN,1199.71,780,B0058,S0063
2021_T00236,2021-01-04 17:31:55.339605,AAPL,658.57,962,B0056,S0018
2021_T00401,2021-01-05 15:27:08.039141,AMZN,111.94,23,B0032,S0042
2021_T00129,2021-01-05 21:01:32.968140,MSFT,383.72,681,B0006,S0066
2021_T00315,2021-01-06 00:19:17.725051,TSLA,164.31,564,B0033,S0027
2021_T00166,2021-01-06 01:24:38.388752,GOOGL,436.96,619,B0020,S0034
2021_T00377,2021-01-07 02:20:01.720594,TSLA,1310.09,518,B0079,S0008
2021_T00107,2021-01-07 03:42:47.069522,GOOGL,298.84,811,B0050,S0081
2021_T00322,2021-01-07 05:41:44.127624,AMZN,1202.45,85,B0030,S0039
2021_T00461,2021-01-07 09:52:32.698705,AMZN,893.71,6,B0003,S0020
2021_T00073,2021-01-07 10:56:25.501697,AMZN,1074.92,22,B0071,S0001
2021_T00311,2021-01-08 10:03:19.267101,GOOGL,564.48,155,B0054,S0033
2021_T00277,2021-01-08 15:08:24.319992,TSLA,1001.03,69,B0053,S0060
2021_T00439,2021-01-09 20:47:46.331818,AAPL,752.58,931,B0001,S0036
2021_T00299,2021-01-10 15:56:34.402500,AMZN,839.61,733,B0047,S0072
2021_T00151,2021-01-10 21:19:56.322065,GOOGL,397.77,664,B0027,S0067
2021_T00081,2021-01-11 11:11:15.179051,TSLA,1175.02,556,B0076,S0079
2021_T00089,2021-01-12 15:01:23.587986,AMZN,376.82,951,B0039,S0038
2021_T00053,2021-01-13 10:04:39.054261,AAPL,345.08,541,B0090,S0067
2021_T00068,2021-01-15 04:44:49.756328,TSLA,424.39,5,B0046,S0057
2021_T00154,2021-01-15 11:06:59.854554,MSFT,1417.13,69,B0067,S0072
2021_T00348,2021-01-15 23:41:30.825353,TSLA,1159.6,927,B0067,S0072
2021_T00444,2021-01-16 04:49:02.987212,AMZN,131.36,129,B0010,S0052
2021_T00263,2021-01-17 05:12:23.211847,TSLA,1247.24,875,B0046,S0032
2021_T00296,2021-01-18 16:24:27.109840,GOOGL,1249.6,876,B0054,S0083
2021_T00329,2021-01-19 02:04:57.400809,TSLA,381.01,66,B0076,S0024
2021_T00423,2021-01-19 17:02:27.862547,AAPL,619.29,879,B0002,S0090
2021_T00157,2021-01-20 07:14:47.948767,TSLA,146.63,325,B0072,S0051
2021_T00484,2021-01-20 16:02:08.459391,AMZN,704.96,517,B0075,S0030
2021_T00492,2021-01-21 22:30:09.059636,AAPL,951.87,19,B0040,S0095
2021_T00440,2021-01-22 03:48:23.789959,AMZN,724.44,13,B0073,S0070
2021_T00101,2021-01-22 17:15:50.858879,AAPL,661.29,615,B0008,S0039
2021_T00438,2021-01-22 22:22:19.133308,MSFT,351.2,940,B0053,S0039
2021_T00486,2021-01-23 20:35:58.927118,AAPL,1484.34,966,B0007,S0014
2021_T00249,2021-01-24 19:25:01.215395,MSFT,829.4,346,B0028,S0051
2021_T00487,2021-01-25 02:01:21.027419,AMZN,303.36,473,B0095,S0012
2021_T00331,2021-01-25 17:13:12.778853,AAPL,957.98,43,B0020,S0010
2021_T00268,2021-01-26 08:10:11.164920,AAPL,1482.98,145,B0041,S0031
2021_T00200,2021-01-26 13:39:00.452197,TSLA,494.02,7,B0088,S0007
2021_T00007,2021-01-26 22:10:10.561363,AAPL,208.54,194,B0026,S0099
2021_T00274,2021-01-27 04:45:56.204060,AAPL,871.19,985,B0032,S0077
2021_T00253,2021-01-28 19:11:44.166146,MSFT,1487.85,892,B0041,S0056
2021_T00072,2021-01-28 21:02:11.987145,AMZN,432.12,202,B0007,S0021
2021_T00456,2021-01-28 22:34:10.371058,TSLA,249.67,857,B0094,S0098
2021_T00365,2021-01-29 17:53:53.971728,MSFT,345.33,266,B0063,S0079
2021_T00421,2021-01-30 10:15:21.404606,AAPL,655.31,638,B0050,S0099
2021_T00017,2021-01-30 23:54:53.117075,AMZN,646.46,567,B0095,S0030
2021_T00229,2021-01-31 20:02:29.888345,GOOGL,226.53,95,B0025,S0020
2021_T00193,2021-02-01 09:47:34.590447,AMZN,1037.53,982,B0006,S0060
2021_T00027,2021-02-02 03:48:33.703956,MSFT,687.06,494,B0074,S0097
2021_T00018,2021-02-02 18:44:48.056425,GOOGL,630.85,964,B0068,S0047
2021_T00435,2021-02-02 20:31:13.971669,AMZN,1212.91,619,B0006,S0035
2021_T00144,2021-02-03 07:56:08.202093,AMZN,1410.89,494,B0007,S0075
2021_T00284,2021-02-04 05:24:33.662045,AAPL,1251.26,812,B0095,S0077
2021_T00279,2021-02-05 06:18:29.965621,TSLA,1262.05,900,B0088,S0016
2021_T00250,2021-02-06 09:50:57.962236,GOOGL,647.71,840,B0011,S0046
2021_T00389,2021-02-09 06:03:48.329187,AMZN,200.49,512,B0015,S0078
2021_T00449,2021-02-09 06:16:01.385445,MSFT,1312.61,342,B0037,S0022
2021_T00328,2021-02-09 07:47:11.264579,GOOGL,106.32,543,B0078,S0079
2021_T00359,2021-02-10 08:12:08.150058,GOOGL,435.76,97,B0016,S0018
2021_T00245,2021-02-11 16:14:35.120729,TSLA,310.25,885,B0072,S0016
2021_T00344,2021-02-14 06:38:31.689401,MSFT,855.87,668,B0029,S0024
2021_T00243,2021-02-16 15:37:53.665122,AMZN,1084.44,874,B0068,S0093
2021_T00223,2021-02-16 15:59:33.082095,MSFT,1442.52,571,B0089,S0070
2021_T00109,2021-02-17 02:08:25.762191,GOOGL,1454.88,692,B0040,S0091
2021_T00399,2021-02-17 17:09:47.132136,MSFT,541.76,844,B0044,S0044
2021_T00442,2021-02-19 18:35:31.081452,MSFT,438.5,841,B0050,S0095
2021_T00227,2021-02-22 02:16:25.130752,AAPL,1043.12,156,B0063,S0071
2021_T00285,2021-02-23 10:52:33.528894,MSFT,852.83,652,B0036,S0048
2021_T00403,2021-02-23 14:20:06.842027,MSFT,383.38,210,B0083,S0096
2021_T00339,2021-02-24 09:33:45.430200,AAPL,791.72,265,B0005,S0029
2021_T00275,2021-02-24 17:35:09.029921,AMZN,1248.83,976,B0015,S0070
2021_T00026,2021-02-25 02:37:12.794279,GOOGL,1442.33,577,B0025,S0095
2021_T00499,2021-02-25 05:16:58.338403,GOOGL,105.3,409,B0015,S0043
2021_T00172,2021-02-25 10:49:23.258887,GOOGL,1395.48,399,B0062,S0060
2021_T00383,2021-02-26 15:28:29.753480,TSLA,1069.34,531,B0037,S0042
2021_T00330,2021-02-26 17:42:18.914132,TSLA,1285.71,540,B0095,S0098
2021_T00150,2021-02-26 21:31:31.816550,MSFT,1422.13,273,B0052,S0026
2021_T00180,2021-02-27 09:59:23.290324,MSFT,798.94,988,B0012,S0007
2021_T00411,2021-02-27 14:01:32.366721,AMZN,1025.32,175,B0072,S0012
2021_T00441,2021-02-28 08:04:18.387880,GOOGL,646.35,222,B0077,S0024
