trade_id,timestamp,instrument,price,quantity,buyer_id,seller_id
2023_T00405,2023-01-01 03:46:37.686718,AMZN,140.02,350,B0047,S0030
2023_T00283,2023-01-01 11:55:47.142886,GOOGL,494.14,605,B0068,S0026
2023_T00096,2023-01-01 23:50:23.462933,MSFT,201.87,934,B0048,S0089
2023_T00100,2023-01-02 11:05:57.739078,AMZN,545.05,23,B0018,S0003
2023_T00235,2023-01-02 23:22:10.636062,AAPL,1114.6,228,B0049,S0068
2023_T00009,2023-01-04 02:03:19.987700,GOOGL,683.68,410,B0074,S0084
2023_T00351,2023-01-05 12:42:37.056666,AMZN,779.49,937,B0089,S0051
2023_T00218,2023-01-05 20:24:59.999173,AAPL,219.1,320,B0063,S0002
2023_T00101,2023-01-05 21:27:55.696968,GOOGL,279.05,342,B0088,S0054
2023_T00116,2023-01-06 00:12:52.862810,MSFT,739.08,866,B0046,S0091
2023_T00420,2023-01-06 03:43:58.854376,MSFT,336.0,365,B0040,S0032
2023_T00240,2023-01-06 10:16:40.037201,MSFT,168.42,678,B0086,S0073
2023_T00183,2023-01-07 15:55:34.689211,GOOGL,737.62,769,B0067,S0045
2023_T00431,2023-01-07 20:40:56.481731,MSFT,798.99,983,B0032,S0024
2023_T00368,2023-01-08 14:31:40.885062,MSFT,884.72,977,B0058,S0089
2023_T00036,2023-01-08 23:49:25.004026,MSFT,1066.55,380,B0058,S0004
2023_T00414,2023-01-09 04:46:15.780610,MSFT,1318.29,986,B0079,S0029
2023_T00263,2023-01-09 20:06:17.705606,AAPL,151.34,385,B0092,S0070
2023_T00344,2023-01-11 06:33:38.195243,AMZN,786.51,923,B0012,S0033
2023_T00450,2023-01-11 13:31:14.292240,AMZN,147.02,941,B0019,S0061
2023_T00493,2023-01-11 18:30:18.314211,MSFT,1187.04,88,B0084,S0089
2023_T00174,2023-01-11 23:30:32.617073,AMZN,1317.09,23,B0062,S0077
2023_T00461,2023-01-12 23:06:18.316440,MSFT,370.94,506,B0056,S0006
2023_T00456,2023-01-15 01:56:15.144511,MSFT,617.13,830,B0057,S0093
2023_T00408,2023-01-15 08:39:33.413125,AAPL,411.15,863,B0079,S0018
2023_T00011,2023-01-15 22:31:51.383846,AAPL,607.72,567,B0033,S0066
2023_T00019,2023-01-16 08:08:50.729953,TSLA,218.66,88,B0014,S0099
2023_T00254,2023-01-17 20:06:13.071364,AAPL,976.59,115,B0014,S0096
2023_T00457,2023-01-18 15:55:25.805370,AAPL,697.1,166,B0008,S0005
2023_T00140,2023-01-18 21:01:04.588561,GOOGL,1048.01,918,B0063,S0038
2023_T00129,2023-01-19 23:15:19.142124,TSLA,977.5,170,B0041,S0088
2023_T00350,2023-01-20 00:38:17.185137,AMZN,1240.53,238,B0026,S0063
2023_T00306,2023-01-21 05:01:46.965939,TSLA,341.03,162,B0068,S0066
2023_T00147,2023-01-21 05:15:56.193244,AMZN,379.01,222,B0017,S0060
2023_T00338,2023-01-21 10:43:18.435982,GOOGL,1123.54,868,B0043,S0020
2023_T00168,2023-01-21 14:17:18.855871,MSFT,993.65,149,B0014,S0099
2023_T00321,2023-01-22 00:15:17.665134,AAPL,580.52,952,B0059,S0009
2023_T00366,2023-01-23 01:16:43.870037,MSFT,300.95,340,B0034,S0072
2023_T00391,2023-01-23 06:50:18.940277,TSLA,1494.39,579,B0024,S0054
2023_T00097,2023-01-23 15:05:33.765279,AMZN,985.81,552,B0087,S0037
2023_T00070,2023-01-23 23:25:36.097246,AMZN,372.99,685,B0086,S0099
2023_T00196,2023-01-24 02:06:31.886200,AMZN,409.26,649,B0061,S0057
2023_T00265,2023-01-24 18:04:35.330248,AAPL,707.78,54,B0030,S0065
2023_T00387,2023-01-25 08:41:08.674081,GOOGL,668.0,199,B0017,S0064
2023_T00084,2023-01-25 14:12:22.293886,MSFT,1440.73,717,B0099,S0074
2023_T00370,2023-01-26 01:47:17.260505,TSLA,192.75,649,B0079,S0062
2023_T00398,2023-01-26 21:57:10.552922,AMZN,739.75,826,B0025,S0051
2023_T00275,2023-01-27 04:12:57.297492,AAPL,876.28,417,B0046,S0061
2023_T00296,2023-01-27 09:33:25.105236,MSFT,345.48,821,B0028,S0031
2023_T00128,2023-01-28 06:14:44.892117,MSFT,1208.34,530,B0064,S0078
2023_T00406,2023-01-28 13:39:23.775100,GOOGL,1394.0,296,B0091,S0013
2023_T00322,2023-01-29 16:28:54.679586,TSLA,448.76,194,B0003,S0058
2023_T00027,2023-01-29 21:47:46.843686,GOOGL,146.04,575,B0082,S0029
2023_T00160,2023-01-30 04:36:04.823195,TSLA,718.07,507,B0053,S0066
2023_T00203,2023-01-31 17:11:08.720460,TSLA,482.0,115,B0060,S0079
2023_T00291,2023-01-31 21:49:38.172954,AAPL,998.28,163,B0003,S0074
2023_T00081,2023-02-01 22:19:21.835766,GOOGL,559.96,237,B0060,S0025
2023_T00437,2023-02-02 11:31:11.907429,AAPL,843.77,58,B0046,S0018
2023_T00467,2023-02-03 09:17:49.500678,GOOGL,943.53,233,B0068,S0013
2023_T00211,2023-02-03 14:02:05.693074,TSLA,233.76,110,B0070,S0006
2023_T00170,2023-02-04 04:11:06.579847,AAPL,851.1,47,B0050,S0005
2023_T00090,2023-02-04 06:50:21.236700,TSLA,1476.29,984,B0027,S0026
2023_T00341,2023-02-04 18:19:45.354951,TSLA,1355.17,317,B0025,S0070
2023_T00428,2023-02-04 19:14:28.653728,TSLA,844.84,495,B0083,S0031
2023_T00208,2023-02-05 05:16:12.720852,GOOGL,830.51,134,B0044,S0015
2023_T00197,2023-02-06 01:55:59.779860,AAPL,116.73,515,B0008,S0041
2023_T00159,2023-02-07 00:02:24.397165,TSLA,694.77,928,B0063,S0077
2023_T00412,2023-02-08 20:22:33.348876,MSFT,219.52,809,B0003,S0048
2023_T00311,2023-02-09 20:40:35.585234,AMZN,460.62,775,B0060,S0095
2023_T00076,2023-02-11 06:39:04.986778,AMZN,1324.54,593,B0045,S0033
2023_T00382,2023-02-12 13:58:34.732948,TSLA,1307.2,326,B0001,S0020
2023_T00130,2023-02-13 10:17:54.358900,AMZN,528.83,461,B0035,S0034
2023_T00164,2023-02-15 10:37:41.447233,AMZN,573.78,848,B0016,S0032
2023_T00342,2023-02-16 19:18:13.945683,TSLA,1197.32,139,B0018,S0070
2023_T00331,2023-02-17 02:30:01.933424,TSLA,1140.37,462,B0010,S0099
2023_T00144,2023-02-17 10:56:01.615574,AMZN,578.8,459,B0024,S0070
2023_T00357,2023-02-17 11:22:22.702699,MSFT,1448.42,572,B0090,S0008
2023_T00016,2023-02-18 08:33:22.753199,AMZN,793.93,446,B0058,S0021
2023_T00443,2023-02-18 12:55:15.315414,AMZN,835.0,606,B0054,S0084
2023_T00152,2023-02-18 23:08:56.713492,MSFT,1349.28,587,B0072,S0068
2023_T00245,2023-02-18 23:53:58.907876,MSFT,571.15,585,B0048,S0061
